title,author,category,publish_year,resource_id,cover_url,description,publisher
Ready for bed!,Stacey R. Kaye,bedtime,2008.0,OL11960992W,//covers.openlibrary.org/b/olid/OL16881892M-M.jpg,,Free Spirit Pub.
Instant Pot All-Time Best Recipes,Oxmoor House,cooking,2017.0,OL27833952W,/images/icons/avatar_book-sm.png,,"Oxmoor House, Incorporated"
San Francisco Bay-Delta water quality control program,Kaiser Engineers.,management,1969.0,OL6716034W,/images/icons/avatar_book-sm.png,,
Paddington Marches On,Michael Bond,bears,2012.0,OL24570905W,//covers.openlibrary.org/b/olid/OL32582320M-M.jpg,,"Harpercollins,              HarperCollins"
Mathematics made simple,Abraham P. Sperling,mathematics,1967.0,OL8049841W,//covers.openlibrary.org/b/olid/OL15056604M-M.jpg,,"W.H. Allen,              Ebury Publishing"
Melania Trump,Kristen Rajczak Nelson,juvenile_literature,2018.0,OL28390448W,/images/icons/avatar_book-sm.png,,"Enslow Publishing, LLC"
General Biology 1,Sarah Warrington,biology,2016.0,OL26746089W,/images/icons/avatar_book-sm.png,,Kendall Hunt Publishing Company
A once-green vine,Siew-Yue Killingley,poetry,2003.0,OL2059302W,/images/icons/avatar_book-sm.png,,Grevatt & Grevatt
Coelho Netto,"Coelho Netto, Paulo",juvenile_literature,1942.0,OL1197977W,/images/icons/avatar_book-sm.png,,Éditôra Minerva
Temps et espaces de l'homme en société,Rencontres internationales d'archéologie...,archaeology,2005.0,OL24018797W,/images/icons/avatar_book-sm.png,,APDCA. Association pour la promotion et la diffusion des connaissances archéologiques
Zero Line Boundary,Robert Lyons,photography,2022.0,OL32535047W,/images/icons/avatar_book-sm.png,,Zatara Press
Lameness,,dogs,2001.0,OL16137434M,/images/icons/avatar_book-sm.png,,Saunders
Les progrès de la photographie,A. Davanne,photography,1877.0,OL6909820W,/images/icons/avatar_book-sm.png,,Gauthier-Villars
The Developing Person Through the Life Span Study Guide,Kathleen Stassen Berger,psychology,2003.0,OL513400W,/images/icons/avatar_book-sm.png,,Worth Publishers
Learn with Trains,John Farndon,juvenile_literature,2009.0,OL29368529W,/images/icons/avatar_book-sm.png,,"Miles Kelly Publishing, Limited,              Miles Kelly Publishing"
"The 2000 Import and Export Market for Coke and Semi-coke of Coal, Lignite, Peat and Briquettes in Portugal (World Trade Report)",Lignite The Coke And Semi-Coke Of,finance,2001.0,OL10881544M,/images/icons/avatar_book-sm.png,,Icon Group International
Four Little Pigs,Kimara Nye,juvenile_literature,2015.0,OL21861474W,//covers.openlibrary.org/b/olid/OL29806609M-M.jpg,,"Lerner Publishing Group,              Lerner Publications ™,              Lerner Publications (Tm)"
Outline of psychology,"McDougall, William",psychology,1923.0,OL1068675W,//covers.openlibrary.org/b/olid/OL13525894M-M.jpg,,Scribner
The trial & flagellation,Chester plays.,plays,1935.0,OL7599582W,/images/icons/avatar_book-sm.png,,Printed for the Malone society by J. Johnson at the Oxford universtiy press
Iver & Ellsworth,Casey W. Robinson,bears,2018.0,OL19743915W,/images/icons/avatar_book-sm.png,"From a factory rooftop, Iver and his good friend Ellsworth (a rooftop bear) are content to watch the busy world below. ""Everyone's going somewhere,"" Iver says. ""We can see the whole world from up here. That's enough somewhere for me."" But after Iver retires, the friends must venture out in search of a new somewhere.   Read more Read less",Ripple Grove Press
Inflation,"Hudson, John",business__economics,2016.0,OL21285505W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
El corazon del Islam,Seyyed Hossein Nasr,religion,2008.0,OL13280178M,//covers.openlibrary.org/b/olid/OL13280178M-M.jpg,,Editorial Kairos
Energy policy,United States. General Accounting Office,management,1990.0,OL564980W,/images/icons/avatar_book-sm.png,,United States General Accounting Office
Telegramm aus Liliput,Henry Winterfeld (Manfred Michael),fantasy,1960.0,OL4442542W,//covers.openlibrary.org/b/olid/OL5796301M-M.jpg,"Three Australian children, adrift on a rubber raft, are cast ashore in a strange land of tiny people.   Read more Read less","Harcourt, Brace"
Camerata,Arthur Wenk,music,2014.0,OL21077405W,//covers.openlibrary.org/b/olid/OL28533841M-M.jpg,,"Rowman & Littlefield Publishers, Incorporated"
Circus,Rita Warner,juvenile_literature,1997.0,OL8627440W,/images/icons/avatar_book-sm.png,,Price Stern Sloan
Intelligent Transportation and Evacuation Planning,Arab Naser,management,2012.0,OL19858286W,//covers.openlibrary.org/b/olid/OL27046205M-M.jpg,,Springer US
Springtime in Bugland!,David A. Carter,stories_in_rhyme,2012.0,OL16142092W,//covers.openlibrary.org/b/olid/OL25025134M-M.jpg,"When spring comes to Bugland, all the bugs celebrate.   Read more Read less",Simon Spotlight
Unbelievable Cryptozoology Coloring Book,George Toufexis,juvenile_literature,2014.0,OL21088496W,/images/icons/avatar_book-sm.png,,"Dover Publications, Incorporated"
La creación y la supervivencia de las empresas industriales,,success_in_business,2002.0,OL19121204W,/images/icons/avatar_book-sm.png,,"Port de Tarragona,              Civitas"
Our Brand Could Be Your Life,Bodega Bay,music,2015.0,OL25389793W,/images/icons/avatar_book-sm.png,,McNally Jackson Books
"American lyric poems, from colonial times to the present",Elder Olson,poetry,1964.0,OL5351278W,//covers.openlibrary.org/b/olid/OL5915207M-M.jpg,,Appleton-Century-Crofts
The archaeology of Connecticut,William F. Keegan,archaeology,1999.0,OL17727919W,//covers.openlibrary.org/b/olid/OL16966384M-M.jpg,,"Bibliopola Press, UConn Co-op,              distributed by the University Press of New England,              Bibliopola,              Brand: Bibliopola"
Cheerful,Palmer Brown,picture_books,1957.0,OL6668428W,/images/icons/avatar_book-sm.png,,Harper
Chemistry + Modular Chapters Set,Spencer,chemistry,,OL10308218M,//covers.openlibrary.org/b/olid/OL10308218M-M.jpg,,
"Trade and empire in the Atlantic, 1400-1600",David Birmingham,political_science,2000.0,OL14849260W,//covers.openlibrary.org/b/olid/OL16992397M-M.jpg,,Routledge
The golden age of video games,Roberto Dillon,programming,2011.0,OL15901652W,//covers.openlibrary.org/b/olid/OL24808718M-M.jpg,"""This book focuses on the history of video games, consoles, and home computers from the very beginning until the mid-nineties, which started a new era in digital entertainment. The text features the most innovative games and introduces the pioneers who developed them. It offers brief analyses of the most relevant games from each time period. An epilogue covers the events and systems that followed this golden age while the appendices include a history of handheld games and an overview of the retro-gaming scene""--   Read more Read less",A K Peters/CRC Press
Washed Away by Floods,Charles Hofer,juvenile_literature,2017.0,OL28385210W,/images/icons/avatar_book-sm.png,,Rosen Publishing Group
Big noisy trucks and diggers,Caterpillar Inc,stories_in_rhyme,2004.0,OL18339878W,//covers.openlibrary.org/b/olid/OL3674986M-M.jpg,"As an old building is demolished, the reader is invited to push buttons on the attached panel to experience the sounds of an excavator, a track loader, and an articulated truck at work.   Read more Read less",Chronicle Books
Guide on data entity naming conventions,Judith J. Newton,management,1987.0,OL5067996W,/images/icons/avatar_book-sm.png,,"U.S. Dept. of Commerce, National Bureau of Standards,              For sale by the Supt. of Docs., U.S. G.P.O."
Ius in vita et in missione Ecclesiae,Simposio internazionale di diritto canon...,religion,1994.0,OL3078537W,/images/icons/avatar_book-sm.png,,Libreria editrice vaticana
Math Word Problems 1,,mathematics,2000.0,OL10956319M,/images/icons/avatar_book-sm.png,,Good Apple Inc
Haute couture,Royal Ontario Museum.,design,1969.0,OL3854424W,/images/icons/avatar_book-sm.png,,
Dirac operators and spectral geometry,Giampiero Esposito,mathematics,1998.0,OL1961695W,//covers.openlibrary.org/b/olid/OL377471M-M.jpg,,Cambridge University Press
Tigers and Their Cubs,Margaret Hall,juvenile_literature,2018.0,OL28385137W,/images/icons/avatar_book-sm.png,,Capstone
Tatarcha da i͡akhshy bel,Ruzalii͡a Răkhmătulla kyzy Nigʺmătullina,exercise,2008.0,OL33270783W,/images/icons/avatar_book-sm.png,,"""Măgarif"""
Chocolate,"Johansson, Elisabeth (Chef)",cooking,2014.0,OL19999381W,//covers.openlibrary.org/b/olid/OL27179480M-M.jpg,,
Musical Work,Michael Talbot,music,2000.0,OL12411554W,//covers.openlibrary.org/b/olid/OL11607233M-M.jpg,,Liverpool University Press
Pict O Graph-Joshu,,religion,1991.0,OL12986285M,/images/icons/avatar_book-sm.png,,Standard Publishing Company
God's move - your move,Declan Flanagan,bears,1988.0,OL24195315W,//covers.openlibrary.org/b/olid/OL11660916M-M.jpg,,Kingsway
Purchasing - Role and Organisation (IPS Briefing Publications - Practical Digest Series),,management,1991.0,OL11343510M,/images/icons/avatar_book-sm.png,,Chartered Institute of Purchasing & Supply
Believe and you're there when Daniel was delivered,Alice W. Johnson,juvenile_literature,2010.0,OL15587215W,//covers.openlibrary.org/b/olid/OL24538584M-M.jpg,"Katie, Matthew, and Peter travel through their grandma's painting to the time of Daniel. As they anxiously await to see what happens when Daniel is thrown into the lion's den, they learn the importance of being loyal to God, even when others don't understand.   Read more Read less",Deseret Book
"Readings in Thanatology (Death, Value and Meaning)",John D. Morgan,mental_health,1997.0,OL3814483W,/images/icons/avatar_book-sm.png,,Baywood Pub Co
Gathering Rounds,Stacey Philipps,music,2022.0,OL28903857W,/images/icons/avatar_book-sm.png,,Sirensong Publishing
Machiavellian intelligence II,Andrew Whiten,psychology,1997.0,OL19478204W,//covers.openlibrary.org/b/olid/OL1008280M-M.jpg,,Cambridge University Press
Racial differences and human resemblances,Douglas G. Haring,anthropology,1947.0,OL1228407W,/images/icons/avatar_book-sm.png,,
Secondary Guidelines for Development of National Farm Animal Genetic Resources Management Plans,Food and Agriculture Organization,management,1998.0,OL9111337W,//covers.openlibrary.org/b/olid/OL12899819M-M.jpg,,Food and Agriculture Organization of the United Nations
God in the dock,C. S. Lewis,religion,1970.0,OL71122W,//covers.openlibrary.org/b/olid/OL24716972M-M.jpg,,Eerdmans; First American Printing edition
Nabi ka ŏmnŭn sesang,Ŭn-hŭi Kim,cats,2008.0,OL33045745W,/images/icons/avatar_book-sm.png,,Ch'aek Kongjang Tŏbŭrŏ
Lego official annual 2011,LEGO Media (Firm) Staff,juvenile_literature,2010.0,OL20889351W,//covers.openlibrary.org/b/olid/OL28294166M-M.jpg,,"Ladybird,              Ladybird Books"
Strategy statement on action to avert the protein crisis inthe developing countries,Panel of Experts on the Protein Problem ...,nutrition,1971.0,OL7163356W,/images/icons/avatar_book-sm.png,,United Nations
Animal Homes,Gloria Vasquez,juvenile_literature,2012.0,OL24541237W,//covers.openlibrary.org/b/olid/OL32530473M-M.jpg,,"Rosen Classroom,              Rosen Publishing Group"
The complete fly fisherman,Theodore Gordon,cooking,1947.0,OL1481692W,//covers.openlibrary.org/b/olid/OL2058203M-M.jpg,,Nick Lyons Books
Careers in landscaping and gardening,Larry Gerber,juvenile_literature,2013.0,OL22641327W,//covers.openlibrary.org/b/olid/OL30661299M-M.jpg,,"Rosen Pub.,              Rosen Young Adult,              Rosen Classroom"
Erotic power: an exploration of dominance & submission,Gini Graham Scott,psychology,1983.0,OL1859907W,//covers.openlibrary.org/b/olid/OL23001768M-M.jpg,,Citadel Press
Discipline Resolutions 2004 and Directory 2005,,religion,2005.0,OL11141679M,/images/icons/avatar_book-sm.png,,Abingdon Pr
Foothills of the Gods,Evelyn Dunbar Webb,science_fiction,2019.0,OL28326361W,/images/icons/avatar_book-sm.png,,"Dunbar-Webb, Evelyn"
Lehrbuch des Dirigierens,Hermann Scherchen,music,1929.0,OL1284520W,//covers.openlibrary.org/b/olid/OL2213999M-M.jpg,,Oxford University Press
Christmas Book Piano,E. Lancaster,music,1999.0,OL17443594W,//covers.openlibrary.org/b/olid/OL26027600M-M.jpg,,"Alfred Publishing Co., Inc."
Advances in Medicine and Biology. Volume 165,Leon V. Berhardt,biology,2020.0,OL26583676W,/images/icons/avatar_book-sm.png,,"Nova Science Publishers, Incorporated"
No quiero que vuelva,Corín Tellado,romance,1977.0,OL17725120W,//covers.openlibrary.org/b/olid/OL26326429M-M.jpg,"Mauren vivía sola. Tenía un hijo que vivía con los padres de ésta. ¿Madre soltera? Sí, desde hace cuatro años, exactamente la edad de Mike y exactamente el tiempo que hacía que no veía a Dustin. Ahora vivía para trabajar. Trabajo donde está Brian, con quien tontea de vez en cuando aun sabiendo que todavía tiene a Dustin de la cabeza. De repente, un día, Dustin aparece en los almacenes donde trabaja. ¿Pura coincidencia? Ella reza por que así sea... aunque le desee tanto como le odia.   Read more Read less",Grupo Planeta
Emancipatory Thinking,Elaine Stavro,political_science,2018.0,OL21344178W,/images/icons/avatar_book-sm.png,,McGill-Queen's University Press
You move you lose =,Carl Sommer,bears,2000.0,OL38085W,//covers.openlibrary.org/b/olid/OL42402M-M.jpg,Prissy and Stubby Bear are so stubborn that their forest friends decide to teach them a lesson they'll never forget.   Read more Read less,Advance Pub.
Struktur und Dynamik des Management,Arthur A Frey,management,1973.0,OL12642279W,/images/icons/avatar_book-sm.png,,Verlag Industrielle Organisation
Spy Dog Superbrain,Andrew Cope,dogs,2008.0,OL17387170W,//covers.openlibrary.org/b/olid/OL25967141M-M.jpg,,Puffin Books
"How to master the school universe: homework, teachers, tests, bullies, and other ways to survive the classroom",Brooks Whitney,juvenile_literature,2004.0,OL15142604W,//covers.openlibrary.org/b/olid/OL24210101M-M.jpg,"Offers advice on a variety of school-related topics, including getting along with teachers, doing homework, studying for tests, preparing presentations, being popular, and more.   Read more Read less",Scholastic
Knitty Kitty,David Elliott,cats,2008.0,OL11815081W,//covers.openlibrary.org/b/olid/OL16499261M-M.jpg,"Knitty Kitty is knitting a scarf, a hat, and some mittens for her kittens, but when night falls and the snow comes down, the kittens request a blanket to keep them warm Knitty Kitty has a better idea.   Read more Read less","Candlewick Press,              Candlewick"
"Schoolhouses, Courthouses, and Statehouses",Eric A. Hanushek,finance,2009.0,OL21434242W,/images/icons/avatar_book-sm.png,,Princeton University Press
Kids Working With Computers,Thomas M. Kemnitz,juvenile_literature,1983.0,OL9570523W,/images/icons/avatar_book-sm.png,,Trillium Press
Democracy Promotion by Functional Cooperation,Tina Freyburg,political_science,2015.0,OL20779144W,//covers.openlibrary.org/b/olid/OL28122382M-M.jpg,,Palgrave Macmillan
Ultimate Power Pressure Cooker XL Cookbook,Bradshaw,cooking,2017.0,OL25871653W,/images/icons/avatar_book-sm.png,,Rascal Face Media
The World Market for Whiskey,,business__economics,2005.0,OL10915623M,//covers.openlibrary.org/b/olid/OL10915623M-M.jpg,,"Icon Group International, Inc."
First Look at Mermaids,Emma Carlson Berne,juvenile_literature,2020.0,OL21881556W,/images/icons/avatar_book-sm.png,,Lerner Publishing Group
Student Solutions Manual for Prealgebra,Marvin L. Bittinger,mathematics,2011.0,OL21458910W,/images/icons/avatar_book-sm.png,,"Pearson Education, Limited"
"Traces photographiques, traces autobiographiques",Danièle Méaux,photography,2004.0,OL23922967W,//covers.openlibrary.org/b/olid/OL31628774M-M.jpg,,Publications de l'Université de Saint-Etienne
Caroline Charles,Caroline Charles,fashion,2012.0,OL32818306W,//covers.openlibrary.org/b/olid/OL44645210M-M.jpg,,"ACC Editions,              ACC Art Books,              ACC Publishing Group"
Squanto,James R. Rothaus,juvenile_literature,1987.0,OL2977359W,//covers.openlibrary.org/b/olid/OL2397872M-M.jpg,A biography of the Indian whose many adventures with white people in several countries culminated in his aiding them in their early days in Plymouth colony.   Read more Read less,"Creative Education, Inc."
Quest,Gabriella Lazzeri,literature,1999.0,OL21387157W,/images/icons/avatar_book-sm.png,,Longman
Elton John (Popular Matching Folios),,music,1996.0,OL12044056M,/images/icons/avatar_book-sm.png,,International Music Publications
A study in monetary analysis,Assar Lindbeck,mathematics,1965.0,OL18395997W,/images/icons/avatar_book-sm.png,,Almqvist & Wiksell
The how and why wonder book of the polar regions,Irving Robbin,juvenile_literature,1965.0,OL7025781W,//covers.openlibrary.org/b/olid/OL5947943M-M.jpg,,Wonder Books
Faces of the moon,Bob Crelin,juvenile_literature,2009.0,OL6036612W,//covers.openlibrary.org/b/olid/OL16901145M-M.jpg,,Charlesbridge
Finance and Accounting for Nonfinancial Managers,Samuel C Weaver,finance,2002.0,OL15172100W,//covers.openlibrary.org/b/olid/OL24303802M-M.jpg,"J. Fred Weston provides managers and executives with the information they need to understand essential accounting principles, from vocabulary and financial statements to cash flow and valuation. Covering balance sheets, income statements, reporting measures, and even essential ratios, this practical, in-depth book provides a one-stop, reference for all aspects of finance and accounting, and will help managers take essential steps toward making informed decisions based on the numbers they face every business day.   Read more Read less",McGraw-Hill
Poetas novos do Brasil,Walmir Ayala,poetry,1969.0,OL1005548W,/images/icons/avatar_book-sm.png,,Instituto Nacional do Livro
American Photography Showcase Ten (American Photography Showcase Ten),,photography,1987.0,OL11477071M,/images/icons/avatar_book-sm.png,,American Showcase
Introductory photography,John Clifton Garman,photography,1940.0,OL10937356W,/images/icons/avatar_book-sm.png,,OSC Cooperative Association
Any number can play,"Sullivan, George",juvenile_literature,2000.0,OL1990152W,//covers.openlibrary.org/b/olid/OL6778516M-M.jpg,Includes anecdotes recounting the history and lore associated with the numbers on athletes' uniforms.   Read more Read less,Millbrook Press
The Development of Psychopathology,Bruce F. Pennington,psychology,2002.0,OL8920720W,//covers.openlibrary.org/b/olid/OL8734329M-M.jpg,,The Guilford Press
Guide for validation of nuclear criticality safety calculational methodology,J. C. Dean,management,2001.0,OL12226576W,/images/icons/avatar_book-sm.png,,"Division of Fuel Cycle Safety and Safeguards, Office of Nuclear Material Safety and Safeguards, U.S. Nuclear Regulatory Commission"
The Birth of Jesus (Beginners Bible),,religion,1998.0,OL12552017M,/images/icons/avatar_book-sm.png,,Baker Book House
Reactive Internet Programming,Franck Barbier,programming,2016.0,OL27387102W,/images/icons/avatar_book-sm.png,,Morgan & Claypool Publishers
The 2000 World Forecasts of Men's Textile Suits Export Supplies (World Trade Report),The Men&s Textile Suits Research Group,finance,2000.0,OL10714465M,/images/icons/avatar_book-sm.png,,Icon Group International
Environment and aging theory,Rick J. Scheidt,psychology,1998.0,OL18237746W,//covers.openlibrary.org/b/olid/OL10419522M-M.jpg,,Greenwood Press
Personalmanagement,Anton Eduard Rauter,management,1973.0,OL4663979W,/images/icons/avatar_book-sm.png,,Verl. Jungbrunnen
Kʻaghakʻakanutʻyan verlutsutʻyan shurj,Leslie Alexander Pal,political_science,2005.0,OL24056238W,/images/icons/avatar_book-sm.png,,"""Petakan tsaṛayutʻyun"" hratarakchʻutʻyun"
Tina and the green city,Carole Douglis,juvenile_literature,2005.0,OL5864868W,//covers.openlibrary.org/b/olid/OL15573534M-M.jpg,,United Nations Environment Programme
Gesundheitsschutz Als Aufgabe der Betriebs- und Tarifparteien,Esther Kollar,management,2014.0,OL21565463W,/images/icons/avatar_book-sm.png,,"Lang GmbH, Internationaler Verlag der Wissenschaften, Peter"
Heredity,Rebecca Hirsh,juvenile_literature,2017.0,OL25408059W,/images/icons/avatar_book-sm.png,,Rourke Educational Media
Masculinity and Emotion in Early Modern English Literature,Jennifer C. Vaught,psychology,2016.0,OL21320974W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
Reign of ash,Gail Z. Martin,magic,2014.0,OL19975843W,/images/icons/avatar_book-sm.png,"Blaine McFadden endured six long years in the brutal Velant prison colony, exiled for murder. War devastated his homeland of Donderath and destroyed the magic on which the Ascendant Kingdoms relied. Now Blaine and a small group of fellow exiles have returned to a lawless wasteland, where unrestrained magic storms wreak havoc and monsters roam free. Yet, amidst the chaos, rumors persist of a new magic that could restore the kingdoms. But the key lies with a dangerous, ancient ritual and a group of vanished survivors. Now McFadden's only hope is a small, desperate, quickly rallied army. Together they must make one last stand knowing that if they fail, the civilization of the Ascendant Kingdoms dies with them.   Read more Read less",
Advanced mathematical methods in science and engineering,Sabih I. Hayek,mathematics,2001.0,OL19823979W,//covers.openlibrary.org/b/olid/OL27014622M-M.jpg,,M. Dekker
Raw material,JJ (Jill) Marsh,mystery_and_detective_stories,2012.0,OL24721547W,//covers.openlibrary.org/b/olid/OL32817850M-M.jpg,"Bank Holiday weekend. Beatrice Stubbs takes some holiday snaps on a secluded Welsh beach. Those innocent pictures reveal rather more than cliffs and seagulls, and someone wants them destroyed. But Beatrice has other things on her mind. Assigned to the London Transport Police, she's pursuing the Finsbury Park Flasher, trying to pre-empt a serious sexual offence. Meanwhile, neighbour Adrian and companion Matthew decide to play Poirot, and investigate the mystery of the disappearing photographs. Amateur detectives and professional criminals are a dangerous mix. From deserted Pembrokeshire beaches, through the shadowy underpasses of North London, to the remote Irish countryside, Beatrice discovers the darker side of human nature.   Read more Read less",Prewett Publishing
A magical journey,Erin Hall,bears,2003.0,OL15145626W,//covers.openlibrary.org/b/olid/OL24213159M-M.jpg,"Brother Bear, a story about a boy who is transformed into a bear and forced to see the world through the eyes of the bear.   Read more Read less",Random House
Exploring Wisconsin,Louis G. Romano,juvenile_literature,1957.0,OL3965290W,/images/icons/avatar_book-sm.png,An introduction to the historic and scenic sights of Wisconsin.   Read more Read less,Follett Pub. Co.
Handbook of denominations in the United States,Frank S. Mead,religion,2001.0,OL16982065W,//covers.openlibrary.org/b/olid/OL25564888M-M.jpg,,Abingdon Press
Outside and Inside Killer Bees,Sandra Markle,juvenile_literature,2004.0,OL1957852W,//covers.openlibrary.org/b/olid/OL7877508M-M.jpg,,Walker Books for Young Readers
Inuksuk journey: an artist at the top of the world,Mary Wallace,juvenile_literature,2008.0,OL15299148W,//covers.openlibrary.org/b/olid/OL23711939M-M.jpg,,Maple Tree Press
Corporate & location photography,Gary Gladstone,photography,1998.0,OL1876685W,//covers.openlibrary.org/b/olid/OL358412M-M.jpg,,Silver Pixel Press
Swahili poetry,Lyndon Harries,poetry,1962.0,OL6320163W,/images/icons/avatar_book-sm.png,,Clarendon Press
Cluedo mysteries,Vicki Cameron,mystery_and_detective_stories,2003.0,OL3190457W,//covers.openlibrary.org/b/olid/OL3707064M-M.jpg,,Running Press
Turf Culture,Frank Hope,management,1978.0,OL9216217W,/images/icons/avatar_book-sm.png,,"Cassell,              Orion Publishing Group, Limited"
The Cambridge Companion to Jesus,Markus Bockmuehl,religion,2001.0,OL15188461W,//covers.openlibrary.org/b/olid/OL24320605M-M.jpg,"This Companion takes as its starting point the realization that Jesus of Nazareth cannot be studied purely as a subject of ancient history, 'a man like any other man'. History, literature, theology and the dynamic of a living, worldwide religious reality, all appropriately impinge on the study of Jesus. The two parts of the book roughly correspond to the interdependent tasks of historical description and critical and theological reflection. It incorporates the most up-to-date historical work on Jesus the Jew with the 'bigger issues' of critical method, the story of Christian faith and study, and Jesus in a global church and in the encounter with Judaism and Islam. Written by seventeen leading international scholars, the book encourages students of the historical Jesus to discover the vital contribution of theology, and students of doctrine to engage the Christ of faith as Jesus the first-century Jew.   Read more Read less",Cambridge University Press
Laghukathā lekhana,Narayan Sitaram Phadke,short_stories,1952.0,OL312294W,/images/icons/avatar_book-sm.png,On the art of short story writing; includes selected Marathi short stories by various authors along with the author's criticism on each.   Read more Read less,"Añjali Prakāśana,              Añjali Prakāśana"
Metody optimizat͡sii,V. P. Bulatov,mathematics,1974.0,OL35553324W,/images/icons/avatar_book-sm.png,,SĖI
"Brand New Readers: Orange Set (Cat and Mouse, Pizza, Dinah's Dream, Dinah Likes to Eat, Kazam's Birds, Kazam's Coins, Where Is Tabby Cat?, Cat Bath, Monkey ... and Monkey Flies Away)",Barney Saltzberg,juvenile_literature,2005.0,OL14954929W,//covers.openlibrary.org/b/olid/OL8036413M-M.jpg,,Candlewick
The aardvark is ready for war,James Blinn,humor,1997.0,OL3349382W,//covers.openlibrary.org/b/olid/OL1007304M-M.jpg,,"Little, Brown"
"Flights, kites and boomerangs",R. W. Truman,juvenile_literature,1970.0,OL9090618W,/images/icons/avatar_book-sm.png,,MacMillan
Are you ready?,John Corless,poetry,2009.0,OL18757432W,//covers.openlibrary.org/b/olid/OL24010482M-M.jpg,,Salmon Poetry
Pigalee Pink and other stories,Evelyn Dorio,cats,1979.0,OL6576205W,/images/icons/avatar_book-sm.png,"A brief collection of stories featuring a pig who wants to help his owner earn money for school, a birthday party for kittens, and a turtle-shaped bread baked with a special ingredient.   Read more Read less",M. Davenport
"Negroes and Negro ""slavery:""",John H. Van Evrie,literature,1853.0,OL4299376W,//covers.openlibrary.org/b/olid/OL6305859M-M.jpg,,"J. D. Toy, Printer"
Innovation passport,Mary Jo Frederich,management,2010.0,OL13844251W,//covers.openlibrary.org/b/olid/OL23643059M-M.jpg,,"IBM Press,              IBM Press/Pearson"
Las legiones romanas,Peter Connolly,juvenile_literature,1989.0,OL8005353W,//covers.openlibrary.org/b/olid/OL23029381M-M.jpg,Introducción a la civilización y a la vida cotidiana durante el Imperio Romano con especial atención a los soldados y al ejército romano.   Read more Read less,Anaya
Global Indigenous Communities,Lavonna L. Lovern,anthropology,2021.0,OL27406275W,/images/icons/avatar_book-sm.png,,Springer International Publishing AG
Stimulation of economic growth through the development of the financial system in Swaziland,Elias Masilela,finance,1991.0,OL1791406W,/images/icons/avatar_book-sm.png,,Central Bank of Swaziland
The wordy shipmates,Sarah Vowell,religion,2008.0,OL506000W,//covers.openlibrary.org/b/olid/OL16991039M-M.jpg,"From the New York Times–bestselling author of Assassination Vacation and The Partly Cloudy Patriot, an examination of the Puritans, their covenant communities, their deep-rooted idealism, their political and cultural relevance in today’s world, and their myriad oddities.In The Wordy Shipmates, Sarah Vowell travels once again through America’s past, this time to seventeenth-century New England. From the British Library to the Mohegan Sun casino, from the nation’s first synagogue to a Mayflower waterslide, Vowell studies the Puritan effect and finds their beliefs about church and state more interesting than their buckles-and-corn reputation would suggest.She asks:Was Massachusetts Bay Colony governor John Winthrop a communitarian, Christlike Christian, or conformity’s tyrannical enforcer? Yes! Was Rhode Island’s architect Roger Williams America’s founding freak or the father of the First Amendment? Same difference. How come Henry Vane the Younger, who argued against beheading the English king, was himself beheaded for helping behead said king? Good question. What does it take to get that jezebel Anne Hutchinson to shut up? A hatchet. What was the Puritans’ pet name for the Pope? The Great Whore of Babylon. What is the lesson of the Pequot War? Why, don’t fire one of your military’s embarrassingly few Arabic translators just because he’s gay, of course.As in all Vowell’s bestselling books, this exploration of America’s past is both poignant and entertaining. The Wordy Shipmates is rich with historical fact, humorous insight, and social commentary by one of America’s celebrated voices.   Read more Read less",Riverhead Books
Karolus Magnus et Leo Papa,Karolus Magnus et Leo Papa.,poetry,1966.0,OL12764837W,/images/icons/avatar_book-sm.png,,"(Verein für Geschichte und Altertumskunde Westfalens, Abteilung Paderborn)"
The ABCs of the environment,Bobbie Kalman,juvenile_literature,2009.0,OL11764609W,//covers.openlibrary.org/b/olid/OL22842448M-M.jpg,,Crabtree
William Taft,Breann Rumsch,juvenile_literature,2009.0,OL26581968W,/images/icons/avatar_book-sm.png,,ABDO Publishing Company
The story of the train,Patrick Whitehouse,juvenile_literature,1984.0,OL10599648W,//covers.openlibrary.org/b/olid/OL16693743M-M.jpg,,Treasure
biochemistry EXPLAINED,Thomas Millar,biology,2000.0,OL5999746W,//covers.openlibrary.org/b/olid/OL3630117M-M.jpg,"""Biochemistry Explained employs an innovative approach which has proven highly successful in the author's own classes. Information is presented in a clear and manageable way so that learning becomes simple - even fun! Emphasis is placed on establishing a thorough understanding of the foundations of and common linkages between molecular structures and reactions, so that eventual interpretation of complex biochemical pathways and reactions is easy. All of the major molecular structures and biochemical pathways are covered, and, for the most part, these centre on mammalian biochemistry."" ""This textbook will serve as an invaluable resource for any student who is struggling with the standard texts, and for postgraduate students who need to refresh their knowledge quickly.""--BOOK JACKET.   Read more Read less",Harwood Academic
"Codes, ciphers, and other secrets",Karin N. Mango,juvenile_literature,1988.0,OL4280459W,//covers.openlibrary.org/b/olid/OL2530164M-M.jpg,Describes the many ways of hiding the real meaning of what someone is trying to say by using a code or replacing the message with a cipher.   Read more Read less,"F. Watts,              Franklin Watts"
Logik der Forschung,Karl Popper,design,1935.0,OL1984582W,//covers.openlibrary.org/b/olid/OL6271266M-M.jpg,,Basic Books
