title,author,category,publish_year,resource_id,cover_url,description,publisher
Abiding silence,Shirin Sabri,poetry,1986.0,OL19509401W,/images/icons/avatar_book-sm.png,,Association for Bahá'í Studies
Moments of Destiny,Greg Perkins,religion,2000.0,OL27839592W,/images/icons/avatar_book-sm.png,,Morris Publishing
Living Forever,Catherine Chambers,juvenile_literature,2015.0,OL21559206W,//covers.openlibrary.org/b/olid/OL29251346M-M.jpg,,Hachette Children's Group
Handbook of Utility Theory: Volume 3,,business__economics,,OL11152442M,/images/icons/avatar_book-sm.png,,
Linear algebra and its applications,David C. Lay,exercise,1994.0,OL47604W,//covers.openlibrary.org/b/olid/OL1421531M-M.jpg,,Addison-Wesley
All about the weather,John Pohlman,juvenile_literature,1986.0,OL11385495W,//covers.openlibrary.org/b/olid/OL15087512M-M.jpg,,Hamlyn
My little number and color book,Rod and Staff Publishers,juvenile_literature,2012.0,OL24287769W,//covers.openlibrary.org/b/olid/OL32127815M-M.jpg,,"Rod and Staff Publishers, Inc."
"Modern poetry, American and British",Kimon Friar,poetry,1951.0,OL17984886W,//covers.openlibrary.org/b/olid/OL6092787M-M.jpg,,Appleton-Century-Crofts
Financing government in the Chicago area,Glenn W. Fisher,finance,1966.0,OL1424561W,/images/icons/avatar_book-sm.png,,"Center for Research in Urban Government, Loyola University"
Policy Transfer and Learning in Public Policy and Management,Peter Professor Carroll,political_science,2013.0,OL21245770W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
Multiple Dog Households (Advice for Pet Owners),Miriam Fields-Babineau,dogs,2001.0,OL2240927W,//covers.openlibrary.org/b/olid/OL11201267M-M.jpg,,TFH Publications
The big noisy book of trains,Olivia Stanford,juvenile_literature,2016.0,OL27015848W,//covers.openlibrary.org/b/olid/OL36622079M-M.jpg,"Does your child love all things locomotive? Do they get excited by a freight or TGV? Then The Big Noisy Book of Trains is for them. Jam-packed full of facts and brimming with pictures, the world of trains has never been so vibrant. From the very first locomotive to the Japanese bullet train, The Big Noisy Book of Trains covers it all and is the perfect introduction to trains for children 5 to 8 years old. Press the button on the cover to hear a steam train whistling! Big, bold and friendly, this first reference book provides a fantastic experience and entices kids into the world of the biggest, fastest and longest engines ever made. Whether losing themselves in the fascinating detail or heading straight to the go-to nuggets of information, get ready to set your child chug-chug-chugging into their steam-packed, high-speed, locomotive journey with The Big Noisy Book of Trains. All aboard!   Read more Read less",DK
"Alchemical Poetry, 1575-1700",Robert M. Schuler,poetry,2012.0,OL21255721W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
Alexander the Great,John Gunther,juvenile_literature,1953.0,OL1771770W,//covers.openlibrary.org/b/olid/OL23140910M-M.jpg,"A life of the warrior who, as a prince, tamed the powerful horse Bucephalus and, during his short reign as king, built an empire that covered almost all of the then-known world, including Greece, India, Egypt, and Persia.   Read more Read less","Sterling Pub., Inc"
Easy To Play Pieces For Flute,,music,1998.0,OL8165120M,/images/icons/avatar_book-sm.png,,Ashley
Fundamentals of organic chemistry,T. W. Graham Solomons,chemistry,1982.0,OL1985486W,//covers.openlibrary.org/b/olid/OL22217838M-M.jpg,,Wiley
Yin yue jia yu yin yue xin shang,Mu Huang,music,1989.0,OL10202307W,/images/icons/avatar_book-sm.png,,Zhong wen da xue chu ban she
Sistema verovaniĭ chuvasheĭ,A. K. Salmin,religion,2004.0,OL2087784W,/images/icons/avatar_book-sm.png,,Chuvashsiĭ gos. in-t gumanitarnykh nauk
"Läs- och teaterupplevelser: Joe Hill, Små ting till nöje och uppbyggelse, Rättegången mot LeRoi Jones.",Viveka Hagnell,psychology,1973.0,OL4352977W,/images/icons/avatar_book-sm.png,,"Institute for Research in the Dramatic Arts, University of Lund"
Pictorial Standards of Coating Defects,,mathematics,1980.0,OL13250623M,/images/icons/avatar_book-sm.png,,Federation of Societies for
The Top 100 Immunity Boosters,Charlotte Haigh,nutrition,2005.0,OL9029763W,//covers.openlibrary.org/b/olid/OL11910581M-M.jpg,,Duncan Baird Publishers
Praktische Viehfütterung,Karl Richter,nutrition,1969.0,OL6958644W,/images/icons/avatar_book-sm.png,,Ulmer
Mechanisms for financing economic growth and development,United States. Congress. House. Committe...,finance,1991.0,OL3864592W,//covers.openlibrary.org/b/olid/OL1359937M-M.jpg,,"U.S. G.P.O.,              For sale by the U.S. G.P.O., Supt. of Docs., Congressional Sales Office"
Royal Wedding of Prince Harry and Meghan Markle,Katie Kawa,juvenile_literature,2018.0,OL28384049W,/images/icons/avatar_book-sm.png,,"Enslow Publishing, LLC"
Pudel,Hans-Jochen Ullmann,dogs,1984.0,OL120033W,//covers.openlibrary.org/b/olid/OL3183090M-M.jpg,,Barron's
The southern cross,Henry St. George Tucker,poetry,1861.0,OL5960955W,/images/icons/avatar_book-sm.png,,s.n.
Flood And Monsoon Alert! (Disaster Alert!),Rachel Eagen,juvenile_literature,2004.0,OL5824531W,//covers.openlibrary.org/b/olid/OL8081754M-M.jpg,,Crabtree Publishing Company
Handlungsaktivierende Musiktherapie,Georg Hörmann,music,1989.0,OL5300533W,/images/icons/avatar_book-sm.png,,Paroli
Principles and labs for physical fitness,Werner W. K. Hoeger,physics,1996.0,OL5967915W,//covers.openlibrary.org/b/olid/OL17951754M-M.jpg,,Morton Publishing Co.
Application of surface complexation models for radionuclide adsorption,,mathematics,1990.0,OL17678655M,/images/icons/avatar_book-sm.png,,"Division of Low-Level Waste Management and Decommissioning, Office of Nuclear Material Safety and Safeguards, U.S. Nuclear Regulatory Commission"
Pest Fest,Julia Durango,stories_in_rhyme,2007.0,OL5816173W,//covers.openlibrary.org/b/olid/OL7730202M-M.jpg,,Simon & Schuster Children's Publishing
Journal of Wetland Archaeology,"Brown, A. G.",archaeology,2003.0,OL28608235W,/images/icons/avatar_book-sm.png,,David Brown Book Company
Rusʹ--doroga iz glubin tysi︠a︡cheletiĭ,V. E. Shambarov,ancient_civilization,1999.0,OL807702W,//covers.openlibrary.org/b/olid/OL101175M-M.jpg,443 p. : ill. ; 21 cm.   Read more Read less,Aleteĭa
Lighting Offices Containing Computer Visual Display Terminals (Ies Recommended Practices Ser/Rp-24-89),,mathematics,1989.0,OL13253466M,/images/icons/avatar_book-sm.png,,Illuminating Engineering
Praha plná hudby,Jiří Berkovec,music,1967.0,OL2146257W,/images/icons/avatar_book-sm.png,,Panton
Mr. Men and Little Miss Story Treasury,Roger Hargreaves,humor,2011.0,OL26470953W,//covers.openlibrary.org/b/olid/OL35764494M-M.jpg,,Farshore
Strip mining,Barbara M. Linde,juvenile_literature,2014.0,OL22644864W,//covers.openlibrary.org/b/olid/OL30664023M-M.jpg,"Looks at the controversy surrounding strip mining, discussing the process and its effects on the environment.   Read more Read less",Gareth Stevens Publishing
Music Theory in Concept and Practice,James M. Baker,music,1997.0,OL25723314W,/images/icons/avatar_book-sm.png,,University of Rochester Press
Political socialization in the new nations of Africa,Penelope Roach,political_science,1967.0,OL183213W,/images/icons/avatar_book-sm.png,,"Teachers College Press, Teachers College, Columbia University"
Glastonbury festival tales,John Shearlaw,music,2004.0,OL4893854W,//covers.openlibrary.org/b/olid/OL22590056M-M.jpg,,Ebury Press
Jesus = Friendship for Ever,Scripture Union Staff,juvenile_literature,2005.0,OL35685394W,/images/icons/avatar_book-sm.png,,Scripture Union
Dánta grádha,,poetry,1926.0,OL15541848M,/images/icons/avatar_book-sm.png,,Cork University Press
Cat Nippon,Manami Okazaki,cats,2019.0,OL21351169W,/images/icons/avatar_book-sm.png,,Prestel Verlag GmbH & Co KG.
Look Inside Animal Homes,Megan Cooley Peterson,juvenile_literature,2011.0,OL28361564W,/images/icons/avatar_book-sm.png,,Capstone
Englische Verfassung und Politisches Denken Im Ancien Régime,Hans-Christof Kraus,political_science,2006.0,OL26741639W,/images/icons/avatar_book-sm.png,,"de Gruyter GmbH, Walter"
Prelims and end-pages,P. G. Burbidge,design,1963.0,OL6762562W,/images/icons/avatar_book-sm.png,,Cambridge U.P.
Adaptacja społeczna,Stanisław Czajka,management,1977.0,OL4670019W,/images/icons/avatar_book-sm.png,,Instytut Wydawniczy CRZZ
Such a strange lady,Janet Hitchman,mystery_and_detective_stories,1975.0,OL146205W,//covers.openlibrary.org/b/olid/OL5239105M-M.jpg,,New English Library
Selected poems,Sacheverell Sitwell,poetry,1948.0,OL1163733W,/images/icons/avatar_book-sm.png,,AMS Press
Ecuador,International Monetary Fund. Western Hem...,finance,2020.0,OL26595221W,/images/icons/avatar_book-sm.png,,International Monetary Fund
Cheesecake cupcakes and other cake recipes,Brekka Hervey Larrew,juvenile_literature,2009.0,OL11777558W,//covers.openlibrary.org/b/olid/OL16427527M-M.jpg,,Capstone Press
Political Construction Sites,Pal Kolsto,political_science,2000.0,OL8498012W,//covers.openlibrary.org/b/olid/OL8023977M-M.jpg,,Westview Press
Systems that work,Girard Miller,finance,1983.0,OL5373508W,/images/icons/avatar_book-sm.png,,Municipal Finance Officers Association
Facilitating and Coaching Guide,T.Q.M.International,management,1994.0,OL8917924W,/images/icons/avatar_book-sm.png,,TQM International
al-Azʹhār al-nādiyah min ashʻār al-bādiyah,Muḥammad Saʻīd ibn Ḥasan Kamāl,poetry,2001.0,OL18488021W,/images/icons/avatar_book-sm.png,Collection of Bedouin poetry.   Read more Read less,Maktabat al-Maʻārif
The samurai film,Alain Silver,film,1977.0,OL464830W,//covers.openlibrary.org/b/olid/OL5048524M-M.jpg,,A. S. Barnes
Cai zheng xue xin lun,Xuecheng Wu,finance,1991.0,OL10179795W,/images/icons/avatar_book-sm.png,,Zhongguo jing ji chu ban she
"The history of Tommy Careless; or, The misfortunes of a week",Richard Johnson,juvenile_literature,1793.0,OL1631579W,//covers.openlibrary.org/b/olid/OL7074968M-M.jpg,,Published by Ezekiel Goodale
Horizon of Hope,William Henry Hawk,science_fiction,2022.0,OL28841587W,/images/icons/avatar_book-sm.png,,Winged Writings
Finding work,Stuart Schwartz,juvenile_literature,1998.0,OL1877731W,//covers.openlibrary.org/b/olid/OL703296M-M.jpg,Examines different kinds of jobs and explores ways of finding appropriate employment.   Read more Read less,Capstone High/Low Books
The saints recreation,William Geddes,religion,1683.0,OL11361536W,/images/icons/avatar_book-sm.png,,
"Poetic Thoughts, Expressions & Convictions",J. L. Price,poetry,2022.0,OL28586461W,/images/icons/avatar_book-sm.png,,URLink Print & Media
Luis Rueda,Manuel Sendón,photography,1991.0,OL3655266W,/images/icons/avatar_book-sm.png,,Centro de Estudos Fotográficos
Corporation Man,Ant Jay,cats,1940.0,OL7974675W,//covers.openlibrary.org/b/olid/OL7350563M-M.jpg,"The ultimate merging of The Naked Ape by Desmond Morris with The Manager's  handbook by Arthur Young and considerably more entertaining and informative than either. This has been my bible since I first laid hands on it around 1972. It is witty, observant, educative, entertaining and has the endearing charm of being one of those books you can open at any page or chapter and dive right in or skim. If there is any negative criticism I might lay at its pages, it would be a lack of cross-indexing. But this being the 21st Century, I'm sure there is an electronic version with a word search. A tiny quote from the chapter entitled ""When is a Leader not a Leader"" illustrates perfectly why I love this book and why it has been my rock when I have been in a hard place:- ... the normal corporation interview [is] to me as 'about as scientific as a couple of dogs sniffing each other's arses'. That could ONLY be written by the man who later was to produce the extraordinary insight into British Politics and the Civil Service:- ""Yes Minister"" and ""Yes Prime Minister"".   Read more Read less",Viking Pr
My Foodie ABC 6-Copy Display,Puck,nutrition,2017.0,OL25869445W,/images/icons/avatar_book-sm.png,,Duo Press LLC
"Cham, the truth",Inja Kim,religion,2010.0,OL33420703W,/images/icons/avatar_book-sm.png,,Dasaeng Publishing Co.
"Money, financial markets, and the economy",J. Carl Poindexter,finance,1980.0,OL6559095W,//covers.openlibrary.org/b/olid/OL4407688M-M.jpg,,West Pub. Co.
Violence,Jacqueline Langwith,juvenile_literature,2010.0,OL15533168W,/images/icons/avatar_book-sm.png,,Greenhaven Press
Decoding Life,Ron Fridell,biology,2004.0,OL88047W,//covers.openlibrary.org/b/olid/OL3290201M-M.jpg,,Lerner Publications
Small Building Works Management,Alan Griffith,management,1993.0,OL8402163W,//covers.openlibrary.org/b/olid/OL10550953M-M.jpg,,Palgrave Macmillan
GET ahead for women in enterprise,Susanne Bauer,entrepreneurship,2004.0,OL18717299W,/images/icons/avatar_book-sm.png,,International Labour Office
Zhongguo gu dian shi ge zhu ti yan jiu,Xiangchun Chen,poetry,2008.0,OL13852348W,/images/icons/avatar_book-sm.png,,Gao deng jiao yu chu ban she
Summary of Barry Schwartz's the Paradox of Choice,I. R. B. Media,business__economics,2021.0,OL26979618W,/images/icons/avatar_book-sm.png,,IRB Media
Top Secret Science in Cybercrime and Espionage,Ellen Rodger,juvenile_literature,2019.0,OL20158909W,//covers.openlibrary.org/b/olid/OL27339950M-M.jpg,,Crabtree Pub Co
Asylum,"McGrath, Patrick",psychology,1997.0,OL2646060W,//covers.openlibrary.org/b/olid/OL22151794M-M.jpg,,Penguin
Nunavut '99,Greg Coleman,juvenile_literature,1999.0,OL17868374W,//covers.openlibrary.org/b/olid/OL20684544M-M.jpg,,"Nortext Multimedia Inc.,              Nunavut Tunngavik Inc.,              Nortext Multimedia"
Heinrich Heine und die Abschaffung der Sünde,Dolf Sternberger,religion,1972.0,OL11483987W,//covers.openlibrary.org/b/olid/OL21843560M-M.jpg,,Claassen
Local Langlands Conjecture for GL(2),Colin J. Bushnell,mathematics,2006.0,OL27324680W,/images/icons/avatar_book-sm.png,,Springer Berlin / Heidelberg
Old English organ music for manuals,C. H. Trevor,music,1966.0,OL11294372W,/images/icons/avatar_book-sm.png,,Oxford University Press
Modeling and Pricing of Swaps for Financial and Energy Markets with Stochastic Volatilities,Anatolij Svi,finance,2013.0,OL17587728W,//covers.openlibrary.org/b/olid/OL26190900M-M.jpg,,"World Scientific Publishing Co Pte Ltd,              World Scientific Publishing Company,              World Scientific"
Neptune,Dennis B. Fradin,juvenile_literature,1990.0,OL15050203W,//covers.openlibrary.org/b/olid/OL2226238M-M.jpg,"Presents facts about the large, gaseous planet, from its discovery to the latest findings from the Voyage II space probe which passed by Neptune in 1986.   Read more Read less",Childrens Press
Footsteps to natural history,,juvenile_literature,1830.0,OL33137073W,/images/icons/avatar_book-sm.png,,L.G. Bowles?
Foundations of logic and mathematics,Rudolf Carnap,mathematics,1939.0,OL1176454W,/images/icons/avatar_book-sm.png,,Nymphenburger Verlagshandlung
The Democratic Transition Of Postcommunist Europe In The Shadow Of Communist Differences And Uneven Europeanisation,Milenko Petrovi,political_science,2013.0,OL17574862W,//covers.openlibrary.org/b/olid/OL26178008M-M.jpg,,Palgrave Macmillan
Principles of environmental economics,Ahmed M. Hussen,business__economics,2000.0,OL6036051W,//covers.openlibrary.org/b/olid/OL22392657M-M.jpg,"Can economic growth be environmentally sustainable? This crucial question goes right to the heart of environmental economics and is a matter of increasing concern globally.The first edition of this popular title was the first introductory textbook in environmental economics that truly attempted to integrate economics with not only the environment but also ecology. This new version builds and improves upon the popular formula with new material, new examples, new pedagogical features and new questions for discussion.With international case-studies and examples, this book will prove an excellent choice for introducing both students and other academics to the world of environmental economics.   Read more Read less",Routledge
Jet Airliners (Little Library),Christopher Maynard,juvenile_literature,1993.0,OL14849459W,//covers.openlibrary.org/b/olid/OL12006862M-M.jpg,,Kingfisher Books Ltd
Princess Poppy,Janey Louise Jones,plays,2004.0,OL9313304W,//covers.openlibrary.org/b/olid/OL11622488M-M.jpg,,Peppermint Press
The dynamics of entrepreneurship,Erik Dahmén,entrepreneurship,1994.0,OL12147020W,/images/icons/avatar_book-sm.png,,"Institute of Economic Research, Lund University"
Kid Beowulf,Alexis E. Fajardo,poetry,2004.0,OL5854593W,//covers.openlibrary.org/b/olid/OL11804460M-M.jpg,"Inspired by the epic poem Beowulf, Kid Beowulf follows the journey of 12-year-old twin brothers, Beowulf and Grendel, as they travel to distant lands and meet fellow epic heroes therein.   Read more Read less",Lexpress
Hooray for Dentists!,Tessa Kenan,juvenile_literature,2017.0,OL21847405W,/images/icons/avatar_book-sm.png,,Lerner Publishing Group
"Professional and popular medicine in France, 1770-1830",Matthew Ramsey,magic,1988.0,OL4969726W,//covers.openlibrary.org/b/olid/OL21378290M-M.jpg,,
Grasshopper,Karen Hartley,juvenile_literature,1999.0,OL1812440W,//covers.openlibrary.org/b/olid/OL3578757M-M.jpg,"A simple introduction to the physical characteristics, diet, life cycle, predators, habitat, and lifespan of grasshoppers.   Read more Read less",Heinemann Library
Country to national,Dennis Woodward,political_science,1985.0,OL19494231W,//covers.openlibrary.org/b/olid/OL2875183M-M.jpg,,"G. Allen & Unwin,              Allen & Unwin"
Let History into the Mathematics Classroom,Évelyne Barbin,mathematics,2017.0,OL20809935W,//covers.openlibrary.org/b/olid/OL28172157M-M.jpg,,Springer
The French romantics' knowledge of English literature (1820-1848),Eric Partridge,literature,1924.0,OL1212636W,//covers.openlibrary.org/b/olid/OL21161368M-M.jpg,,Books for Libraries Press
En Casa,Ines Carpio,young_adult_fiction,2003.0,OL12958437M,//covers.openlibrary.org/b/olid/OL12958437M-M.jpg,,Sigmar
Lost and Found Ducklings,Valeri Gorbachev,picture_books,2019.0,OL20151793W,//covers.openlibrary.org/b/olid/OL27331750M-M.jpg,,Holiday House
Yun chan qi quan cheng zhi dao fang an,Yunhua Xu,nutrition,2005.0,OL24431361W,//covers.openlibrary.org/b/olid/OL32359911M-M.jpg,,Zhongguo qing gong ye
Grad obrechennyĭ,Аркадий Натанович Стругацкий,science_fiction,1991.0,OL11457373W,/images/icons/avatar_book-sm.png,,"""Tekst"""
My Untold Secrets Finally Revealed: In Loving Memory of Janee Lacy Finley,Mary Helen Rodriguez-Lonidier,poetry,2006.0,OL8499353M,//covers.openlibrary.org/b/olid/OL8499353M-M.jpg,,PublishAmerica
Politics and Civil Rights,Angela Shelf Medearis,juvenile_literature,1997.0,OL26527573W,/images/icons/avatar_book-sm.png,,"Holt & Company, Henry"
Encyclopedia of agrochemicals,Jack R. Plimmer,chemistry,2002.0,OL16974586W,//covers.openlibrary.org/b/olid/OL19059464M-M.jpg,,Wiley-Interscience
Ocean friends,Robert Lyn Nelson,juvenile_literature,2003.0,OL19755703W,//covers.openlibrary.org/b/olid/OL8612348M-M.jpg,"Describes the ocean world of Nai'a, a bottlenose dolphin, and the other marine animals around her.   Read more Read less",Northword Press
What was the wicked witch's real name?,Joanne E. Bernstein,juvenile_literature,1986.0,OL4450010W,//covers.openlibrary.org/b/olid/OL2709048M-M.jpg,"Includes more than 130 humorous riddles involving a variety of familiar characters from the Bible, fairy tales, nursery rhymes, comic strips, songs, TV cartoons, and well-known books.   Read more Read less",A. Whitman
Navy Alphabet Book,L. Frank Baum,juvenile_literature,1900.0,OL8469580W,//covers.openlibrary.org/b/olid/OL12082493M-M.jpg,,Applewood Books
Nikon D7200,Jerod Foster,photography,2015.0,OL20816935W,//covers.openlibrary.org/b/olid/OL28181667M-M.jpg,,Peachpit Press
"Politics, Kingship and Poetry in Medieval South India",Whitney Cox,poetry,2016.0,OL21136169W,//covers.openlibrary.org/b/olid/OL28611981M-M.jpg,,Cambridge University Press
"Excuses, Excuses",John Foster,poetry,1997.0,OL259126W,//covers.openlibrary.org/b/olid/OL10127268M-M.jpg,,Oxford University Press
Breaking Ocean Waves,Eugene A. Sharkov,mathematics,2007.0,OL2700199W,//covers.openlibrary.org/b/olid/OL12773814M-M.jpg,,Springer
"Currency crises, monetary union and the conduct of monetary policy",Paul J. Zak,finance,1999.0,OL19239033W,//covers.openlibrary.org/b/olid/OL384078M-M.jpg,,"E. Elgar Pub.,              Edward Elgar Publishing"
Human wishes,Robert Hass,poetry,1989.0,OL2200452W,//covers.openlibrary.org/b/olid/OL2039839M-M.jpg,,Ecco Press
The dog's medical dictionary,Alfred Joseph Sewell,dogs,1932.0,OL15428930W,//covers.openlibrary.org/b/olid/OL24397585M-M.jpg,,"G. Routledge & sons, ltd."
Syntagma musicologicum,Friedrich Blume,music,1963.0,OL1293799W,/images/icons/avatar_book-sm.png,,Bärenreiter
Public personnel administration in the United States,N. Joseph Cayer,management,1975.0,OL3540727W,//covers.openlibrary.org/b/olid/OL2555180M-M.jpg,,St. Martin's Press
Persuasion,Ann Christine Heintz,psychology,1970.0,OL6948974W,/images/icons/avatar_book-sm.png,,Loyola University Press
Sales management,Richard R. Still,management,1958.0,OL10437323W,/images/icons/avatar_book-sm.png,,Prentice-Hall International
Pedagogisch mozaïek,Josephus Johannes Gielen,anthropology,1969.0,OL22485805W,/images/icons/avatar_book-sm.png,,Malmberg
Zhongguo li shi gu shi,Qinheng Yan,juvenile_literature,1997.0,OL10199258W,/images/icons/avatar_book-sm.png,,Zhongguo qiao wu wei yuan hui
Chinese writing,Diane Wolff,juvenile_literature,1975.0,OL123025W,//covers.openlibrary.org/b/olid/OL5057423M-M.jpg,An introduction to the characteristics of written and spoken Chinese with a discussion of calligraphy and instructions for writing characters.   Read more Read less,"Holt, Rinehart & Winston"
Critical Survey of American Literature,Steven G. Kellman,literature,2016.0,OL28008009W,/images/icons/avatar_book-sm.png,,Grey House Publishing
Antología de Escritoras Españolas de la Edad Media y el Siglo de Oro,Luzmila Camacho Platero,literature,2019.0,OL25227039W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
Self-scoring study guide and student activities manual to accompany Psychology and the challenges of life,Jeffrey S. Nevid,psychology,2010.0,OL16127232W,/images/icons/avatar_book-sm.png,,Wiley
Basic serials cataloging workshop,Cameron J. Campbell,exercise,1999.0,OL96076W,/images/icons/avatar_book-sm.png,,"Library of Congress, Cataloging Distribution Service"
"A Counter-History of Crime Fiction: Supernatural, Gothic, Sensational (Crime Files)",Maurizio Ascari,mystery_and_detective_stories,2007.0,OL631755W,//covers.openlibrary.org/b/olid/OL10194479M-M.jpg,,Palgrave Macmillan
Barreras para el amor,Corín Tellado,romance,1966.0,OL17352226W,//covers.openlibrary.org/b/olid/OL25929856M-M.jpg,"“Cristina nunca supo lo que él pensó. A decir verdad, nunca sabía lo que pensaba Marcos Soria. Sólo sabía que salían juntos casi todos los días, y que él jamás se dijo que fuera su novia, que pensaba casarse con ella, o simplemente que le gustaba.     Era lo que la tenía inquietísima. Y llevaba dos meses saliendo con él, sin saber a qué atenerse.     ¿Si estaba enamorada de Marcos Soria?     Lo estaba.”   Read more Read less",Leer-e
Revue,Eugenio Recuenco,photography,2013.0,OL22575803W,//covers.openlibrary.org/b/olid/OL30621130M-M.jpg,,"tENEUES,              teNeues"
Equality in Sports,Howard Friedman,juvenile_literature,2014.0,OL26535783W,/images/icons/avatar_book-sm.png,,ABDO Publishing Company
Counseling Adults with Autism,Ali Cunningham Abbott,mental_health,2019.0,OL21651740W,/images/icons/avatar_book-sm.png,,Taylor & Francis Group
The Meat and Protein Group,Helen Frost,juvenile_literature,2000.0,OL15045622W,//covers.openlibrary.org/b/olid/OL9372994M-M.jpg,,Pebble Books
Transforming the enterprise through COOPERATION,Dan Shafer,programming,1992.0,OL2105797W,/images/icons/avatar_book-sm.png,,Prentice Hall
Bunka shinrigaku no tankyū,Mantarō Kido,psychology,1970.0,OL12158184W,/images/icons/avatar_book-sm.png,,Kokudosha
An Introduction to Printed Circuit Board Technology,J. A. Scarlett,design,1984.0,OL9606042W,//covers.openlibrary.org/b/olid/OL11344926M-M.jpg,,"State Mutual Book & Periodical Service,"
The soldier,J. Havenhand,juvenile_literature,1984.0,OL26189528W,//covers.openlibrary.org/b/olid/OL10535123M-M.jpg,,Merry Thoughts Inc.
호남고고학문헌목록,Kungnip Naju Munhwajae Yŏn'guso,archaeology,2006.0,OL35610938W,/images/icons/avatar_book-sm.png,,Kungnip Naju Munhwajae Yŏn'guso
1998-nen gaitame jiyuka to bigguban,Tomotaka Kojima,finance,1997.0,OL9908484W,//covers.openlibrary.org/b/olid/OL12360537M-M.jpg,,Asahi Shuppansha
Horst Diekgerdes,Distanz,fashion,2016.0,OL27076898W,/images/icons/avatar_book-sm.png,,Die Gestalten Verlag
The Sun Road,Hannah MacDonald,young_adult_fiction,2004.0,OL18011990W,//covers.openlibrary.org/b/olid/OL32145320M-M.jpg,"Starting in the 1970s and spanning three decades, this novel begins with a tragedy that reverberates through the lives of two neighbouring families. When 30-year-old Beth meets childhood friend Dan after 18 years, her attraction to him is tempered by memories of her two-year affair with his father. Beth Standing has always known her home is different from other people's, her mother and father different from other parents. What she doesn't understand is why...As a child Beth seeks solace in the noisy, energetic household of the Frederick family across the street. Dan Frederick soon becomes her best friend and the lives of the two families are drawn together. Almost twenty years later, after the Fredericks have divorced and Beth has left home, Beth is reunited with Dan. Embarking on an affair that will shatter the serenity of both families, Beth and Dan come face to face with their pasts, leading Beth to the shocking truth behind the thirty-year-old tragedy that has shaped all their lives...   Read more Read less",Time Warner
Stati delle Ande,Valerio Lugani,juvenile_literature,1976.0,OL6777223W,/images/icons/avatar_book-sm.png,,Aristea
Elvis And His Blue Suede Shoes,Michael Cox,juvenile_literature,2011.0,OL17557603W,//covers.openlibrary.org/b/olid/OL26147987M-M.jpg,,Scholastic
Great Moments in Basketball (Great Moments in Sports),Michael Burgan,juvenile_literature,2002.0,OL15037023W,//covers.openlibrary.org/b/olid/OL11496651M-M.jpg,,World Almanac Library
Was tun mit unseren Komplexen?,Alfred Ribi,psychology,1989.0,OL4365298W,/images/icons/avatar_book-sm.png,,Kösel
Pro stock dragsters,Tyrone Georgiou,juvenile_literature,2011.0,OL15571904W,//covers.openlibrary.org/b/olid/OL24524416M-M.jpg,,Gareth Stevens
Accidental Farmer,Joan Watson,juvenile_literature,2017.0,OL21838258W,/images/icons/avatar_book-sm.png,,"Nimbus Publishing, Limited"
Passenger,Billy Cowie,psychology,2006.0,OL13840216W,//covers.openlibrary.org/b/olid/OL40226060M-M.jpg,,Idiolect
Animal Homes (Launch Pad Library),Anita Ganert,juvenile_literature,1999.0,OL8942274W,//covers.openlibrary.org/b/olid/OL8781348M-M.jpg,,C. D. Stampley Enterprises
Slow cooking,,cooking,2010.0,OL20848399W,//covers.openlibrary.org/b/olid/OL28227322M-M.jpg,"The big advantage of slow cooking is convenience - there are no complicated procedures, just assemble the ingredients, place them in the slow cooker, turn it on and let it cook!   Read more Read less",R & R Publications
Winning from Within,Ida Z I N - K A - I E U,self-help,2021.0,OL26911524W,/images/icons/avatar_book-sm.png,,Independently Published
Regular solids and isolated singularities,Klaus Lamotke,mathematics,1986.0,OL4890333W,//covers.openlibrary.org/b/olid/OL2307740M-M.jpg,,Vieweg
The Ainu,"Kayano, Shigeru.",juvenile_literature,2004.0,OL23874877W,//covers.openlibrary.org/b/olid/OL9316282M-M.jpg,,Tuttle Publishing
Sāṃghātika sāsapensa,Adrīśa Bardhana,mystery_and_detective_stories,2018.0,OL32363949W,/images/icons/avatar_book-sm.png,Selected detective and mystery stories in Bengali.   Read more Read less,De'ja Pābaliśiṃ
Write Your Own Magic,Richard Webster,magic,2001.0,OL4813585W,//covers.openlibrary.org/b/olid/OL7902796M-M.jpg,,Llewellyn Publications
Teaching kindergarten,Bonnie Brown Walmsley,programming,1992.0,OL2237711W,//covers.openlibrary.org/b/olid/OL1707037M-M.jpg,,Heinemann
"Eureka Math Squared Florida B.E.S.T Edition Level 2, 4 Year, Learn & Digital Bundle",Gm Pbc,mathematics,2023.0,OL31167033W,/images/icons/avatar_book-sm.png,,Great Minds
The top ten inventions that changed the world,Chris Oxlade,juvenile_literature,2010.0,OL15077750W,//covers.openlibrary.org/b/olid/OL23218663M-M.jpg,,PowerKids Press
Writing,Flame Tree Staff,juvenile_literature,2015.0,OL21043182W,/images/icons/avatar_book-sm.png,,Flame Tree Publishing
The lords of Tikal,Peter D. Harrison,archaeology,1999.0,OL2014864W,//covers.openlibrary.org/b/olid/OL3550665M-M.jpg,,Thames and Hudson
The psychology of art,André Malraux,psychology,1949.0,OL652919W,/images/icons/avatar_book-sm.png,,Pantheon Books
